,ARG,ASN,ASP,GLN,GLY,LEU,LYS,PHE,PRO,SER,TRP,TYR,VAL,CYS,GLU,HIS,ILE,THR,ALA,MET
1sbg,1.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0
1sbr,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0
1sdt,2.0,0.0,6.0,0.0,6.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,1.0,2.0,0.0
1sdu,2.0,0.0,6.0,0.0,6.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,1.0,2.0,0.0
1sdv,2.0,0.0,6.0,0.0,6.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,1.0,4.0,0.0
1sgu,1.0,0.0,3.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0
1sh9,1.0,0.0,3.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0
1siv,1.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0
1sl3,0.0,1.0,2.0,0.0,4.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0
1sld,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
1slg,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,4.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
1sln,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0
1sqa,1.0,0.0,2.0,1.0,4.0,0.0,1.0,0.0,1.0,4.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0
1sqo,1.0,0.0,1.0,1.0,4.0,0.0,2.0,0.0,1.0,4.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
1sqt,1.0,0.0,1.0,1.0,4.0,0.0,1.0,0.0,1.0,4.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
1sr7,1.0,1.0,0.0,1.0,1.0,6.0,0.0,3.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0
1srg,0.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0
1ssq,1.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0
1stc,0.0,1.0,1.0,0.0,2.0,2.0,2.0,3.0,1.0,0.0,0.0,1.0,3.0,0.0,4.0,0.0,0.0,2.0,1.0,1.0
1str,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
1sts,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
1sv3,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
1sw1,1.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0
1sw2,1.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0
1swg,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
1swr,0.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0
1syh,1.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0
1syi,1.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0
1szd,1.0,2.0,2.0,2.0,3.0,2.0,0.0,3.0,0.0,3.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0
1t31,1.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,0.0,4.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,3.0,0.0
1t32,1.0,0.0,2.0,0.0,4.0,0.0,2.0,2.0,0.0,3.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0
1t4v,0.0,1.0,3.0,0.0,4.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0
1t5f,0.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0
1t7d,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
1t7j,1.0,0.0,3.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0
1ta6,0.0,1.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,0.0,1.0,0.0
1tcw,1.0,0.0,3.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0
1tcx,1.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0
1td7,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0
1thz,1.0,2.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0
1tjp,1.0,0.0,1.0,0.0,4.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,4.0,1.0,4.0,0.0
1tkb,0.0,2.0,3.0,0.0,3.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,2.0,2.0,0.0
1tlp,1.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,3.0,1.0,0.0,1.0,0.0
1tmn,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,3.0,1.0,0.0,1.0,0.0
1tng,0.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
1tnh,0.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
1tni,0.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
1tog,2.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
1toi,2.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
1toj,2.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
1tok,2.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
1tom,0.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0
1tpw,0.0,1.0,0.0,0.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0
1tq4,0.0,2.0,2.0,0.0,3.0,1.0,4.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0
1trd,0.0,1.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0
1tsy,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0
1ttm,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,3.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0
1tuf,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
1tx7,0.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
1txr,0.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0
1tys,4.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0
1u0g,1.0,0.0,0.0,1.0,3.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,2.0,0.0
1u1b,0.0,3.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0
1u1w,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,3.0,1.0
1u33,1.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,4.0,1.0,1.0,2.0,0.0
1ua4,2.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,3.0,1.0,3.0,3.0,4.0,0.0
1ucn,3.0,1.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0
1udt,0.0,2.0,1.0,2.0,1.0,3.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,3.0,0.0,4.0,1.0
1ugp,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1ugw,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1ugx,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1uho,0.0,1.0,0.0,2.0,1.0,3.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,3.0,0.0,3.0,1.0
1ui0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0
1uj5,0.0,0.0,2.0,0.0,5.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0
1uj6,0.0,0.0,2.0,0.0,5.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0
1uml,1.0,0.0,4.0,0.0,2.0,5.0,0.0,3.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0
1uou,2.0,0.0,0.0,1.0,5.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0
1upf,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0
1ur9,1.0,1.0,1.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0
1urg,0.0,2.0,2.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
1usi,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
1usk,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
1usn,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,3.0,0.0
1utc,1.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0
1utj,0.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
1utl,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0
1utm,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
1utn,0.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
1uto,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
1uv6,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0
1uvt,0.0,1.0,2.0,0.0,4.0,1.0,0.0,1.0,0.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0
1uw6,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0
1uwf,0.0,3.0,3.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
1uwt,1.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0
1uwu,1.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0
1uz1,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0
1uz4,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0
1uz8,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
1v0k,0.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0
1v0l,0.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0
1v11,2.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,4.0,0.0,1.0,0.0,3.0,1.0
1v16,2.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,4.0,0.0,1.0,0.0,3.0,1.0
1v1j,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0
1v1m,3.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,4.0,0.0,1.0,0.0,3.0,1.0
1v2j,0.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
1v2k,0.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0
1v2l,0.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0
1v2n,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0
1v2o,0.0,1.0,1.0,1.0,4.0,0.0,1.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
1v2r,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
1v2s,0.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0
1v2t,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0
1v2u,0.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
1v2w,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
1v48,1.0,2.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,3.0,2.0,1.0
1v7a,1.0,0.0,4.0,0.0,2.0,4.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0
1vfn,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0
1vso,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0
1vyf,3.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0
1vyg,3.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,5.0,0.0,0.0,0.0,2.0,4.0,0.0,2.0
1vzq,1.0,2.0,2.0,0.0,4.0,1.0,1.0,1.0,0.0,2.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0
1w0z,1.0,0.0,3.0,1.0,4.0,1.0,2.0,0.0,1.0,3.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0
1w11,1.0,0.0,2.0,1.0,4.0,2.0,1.0,0.0,1.0,4.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0
1w13,1.0,0.0,2.0,1.0,4.0,2.0,2.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0
1w3j,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0
1w3k,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0
1w3l,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0
1w4o,0.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0
1w4p,0.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0
1w4q,0.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0
1w5v,1.0,0.0,3.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0
1w5w,1.0,0.0,3.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0
1w5x,1.0,0.0,3.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0
1w5y,1.0,0.0,3.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0
1w7g,1.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0
1w96,1.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0
1w9u,1.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0
1w9v,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0
1wc1,3.0,1.0,3.0,0.0,3.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0
1wcq,4.0,0.0,3.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1wdn,1.0,0.0,2.0,1.0,3.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0
1wei,0.0,1.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
1wht,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0
1wm1,1.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0
1wn6,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0
1ws1,1.0,0.0,1.0,1.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,3.0,0.0
1ws4,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1ws5,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1wuq,3.0,0.0,0.0,2.0,3.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,3.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0
1wur,3.0,0.0,0.0,2.0,3.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,3.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0
1wvj,1.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0
1x1z,1.0,0.0,3.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,3.0,0.0,1.0,1.0,3.0,1.0,2.0,1.0
1x38,2.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0
1x39,2.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0
1x8d,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0
1x8j,0.0,0.0,0.0,0.0,1.0,4.0,1.0,2.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0
1x8r,5.0,2.0,2.0,1.0,1.0,0.0,3.0,0.0,1.0,4.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0
1x8t,4.0,1.0,2.0,1.0,1.0,0.0,3.0,0.0,1.0,4.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0
1xap,3.0,0.0,1.0,0.0,2.0,6.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0
1xbo,3.0,0.0,2.0,2.0,3.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0
1xd0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,3.0,4.0,1.0,1.0,3.0,0.0
1xff,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,2.0,4.0,1.0,0.0
1xge,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,4.0,0.0,0.0,2.0,0.0
1xgi,2.0,4.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
